figure,channel,time,value,weight
fig9,load_voltage_magnitude_v,12.300000,375.543478,1.0
fig9,load_voltage_magnitude_v,12.400000,375.543478,1.0
fig9,load_voltage_magnitude_v,12.500000,375.543478,1.0
fig9,load_voltage_magnitude_v,12.600000,375.543478,1.0
fig9,load_voltage_magnitude_v,12.700000,375.543478,1.0
fig9,load_voltage_magnitude_v,12.800000,375.543478,1.0
fig9,load_voltage_magnitude_v,12.900000,375.543478,1.0
fig9,load_voltage_magnitude_v,13.000000,375.543478,1.0
fig9,load_voltage_magnitude_v,13.100000,375.543478,1.0
fig9,load_voltage_magnitude_v,13.200000,375.543478,1.0
fig9,load_voltage_magnitude_v,13.300000,375.543478,1.0
fig9,load_voltage_magnitude_v,13.400000,375.543478,1.0
fig9,load_voltage_magnitude_v,13.500000,375.543478,1.0
fig9,load_voltage_magnitude_v,13.600000,375.543478,1.0
fig9,load_voltage_magnitude_v,13.700000,375.543478,1.0
fig9,load_voltage_magnitude_v,13.800000,375.543478,1.0
fig9,load_voltage_magnitude_v,13.900000,375.543478,1.0
fig9,load_voltage_magnitude_v,14.000000,375.543478,1.0
fig9,load_voltage_magnitude_v,14.100000,375.543478,1.0
fig9,load_voltage_magnitude_v,14.200000,375.543478,1.0
fig9,load_voltage_magnitude_v,14.300000,375.543478,1.0
fig9,load_voltage_magnitude_v,14.400000,375.543478,1.0
fig9,load_voltage_magnitude_v,14.500000,375.543478,1.0
fig9,load_voltage_magnitude_v,14.600000,375.543478,1.0
fig9,load_voltage_magnitude_v,14.700000,375.543478,1.0
fig9,load_voltage_magnitude_v,14.800000,375.543478,1.0
fig9,load_voltage_magnitude_v,14.900000,375.543478,1.0
fig9,load_voltage_magnitude_v,15.000000,375.543478,1.0
fig9,load_voltage_magnitude_v,15.100000,375.543478,1.0
fig9,load_voltage_magnitude_v,15.200000,375.543478,1.0
fig9,load_voltage_magnitude_v,15.300000,375.543478,1.0
fig9,load_voltage_magnitude_v,15.400000,375.543478,1.0
fig9,load_voltage_magnitude_v,15.500000,375.543478,1.0
fig9,load_voltage_magnitude_v,15.600000,375.543478,1.0
fig9,load_voltage_magnitude_v,15.700000,375.543478,1.0
fig9,load_voltage_magnitude_v,15.800000,375.543478,1.0
fig9,load_voltage_magnitude_v,15.900000,375.543478,1.0
fig9,load_voltage_magnitude_v,16.000000,375.543478,1.0
fig9,load_voltage_magnitude_v,16.100000,375.543478,1.0
fig9,load_voltage_magnitude_v,16.200000,375.543478,1.0
fig9,load_voltage_magnitude_v,16.300000,375.543478,1.0
fig9,load_voltage_magnitude_v,16.400000,375.543478,1.0
fig9,load_voltage_magnitude_v,16.500000,375.543478,1.0
fig9,load_voltage_magnitude_v,16.600000,375.543478,1.0
fig9,load_voltage_magnitude_v,16.700000,375.543478,1.0
fig9,load_voltage_magnitude_v,16.800000,375.543478,1.0
fig9,load_voltage_magnitude_v,16.900000,375.543478,1.0
fig9,load_voltage_magnitude_v,17.000000,375.543478,1.0
fig9,load_voltage_magnitude_v,17.100000,375.543478,1.0
fig9,load_voltage_magnitude_v,17.200000,375.543478,1.0
fig9,load_voltage_magnitude_v,17.300000,375.543478,1.0
fig9,load_voltage_magnitude_v,17.400000,375.543478,1.0
fig9,load_voltage_magnitude_v,17.500000,375.543478,1.0
fig9,load_voltage_magnitude_v,17.600000,375.543478,1.0
fig9,load_voltage_magnitude_v,17.700000,375.543478,1.0
fig9,load_voltage_magnitude_v,17.800000,375.543478,1.0
fig9,load_voltage_magnitude_v,17.900000,375.543478,1.0
fig9,load_voltage_magnitude_v,18.000000,367.065217,1.0
fig9,load_voltage_magnitude_v,18.100000,374.891304,1.0
fig9,load_voltage_magnitude_v,18.200000,374.891304,1.0
fig9,load_voltage_magnitude_v,18.300000,375.543478,1.0
fig9,load_voltage_magnitude_v,18.400000,375.543478,1.0
fig9,load_voltage_magnitude_v,18.500000,375.543478,1.0
fig9,load_voltage_magnitude_v,18.600000,375.543478,1.0
fig9,load_voltage_magnitude_v,18.700000,375.543478,1.0
fig9,load_voltage_magnitude_v,18.800000,375.543478,1.0
fig9,load_voltage_magnitude_v,18.900000,375.543478,1.0
fig9,load_voltage_magnitude_v,19.000000,375.543478,1.0
fig9,load_voltage_magnitude_v,19.100000,375.543478,1.0
fig9,load_voltage_magnitude_v,19.200000,375.543478,1.0
fig9,load_voltage_magnitude_v,19.300000,375.543478,1.0
fig9,load_voltage_magnitude_v,19.400000,375.543478,1.0
fig9,load_voltage_magnitude_v,19.500000,375.543478,1.0
fig9,load_voltage_magnitude_v,19.600000,375.543478,1.0
fig9,load_voltage_magnitude_v,19.700000,375.543478,1.0
fig9,load_voltage_magnitude_v,19.800000,375.543478,1.0
fig9,load_voltage_magnitude_v,19.900000,375.543478,1.0
fig9,load_voltage_magnitude_v,20.000000,375.543478,1.0
