figure,channel,time,value,weight
fig11,soc_percent,8.150000,99.988444,1.0
fig11,soc_percent,8.200000,99.988000,1.0
fig11,soc_percent,8.250000,99.987778,1.0
fig11,soc_percent,8.300000,99.987111,1.0
fig11,soc_percent,8.350000,99.986889,1.0
fig11,soc_percent,8.400000,99.986444,1.0
fig11,soc_percent,8.450000,99.986000,1.0
fig11,soc_percent,8.500000,99.985556,1.0
fig11,soc_percent,8.550000,99.985333,1.0
fig11,soc_percent,8.600000,99.984889,1.0
fig11,soc_percent,8.650000,99.984444,1.0
fig11,soc_percent,8.700000,99.984222,1.0
fig11,soc_percent,8.750000,99.983556,1.0
fig11,soc_percent,8.800000,99.983333,1.0
fig11,soc_percent,8.850000,99.982667,1.0
fig11,soc_percent,8.900000,99.982444,1.0
fig11,soc_percent,8.950000,99.982000,1.0
fig11,soc_percent,9.000000,99.981556,1.0
fig11,soc_percent,9.050000,99.981111,1.0
fig11,soc_percent,9.100000,99.980667,1.0
fig11,soc_percent,9.150000,99.980222,1.0
fig11,soc_percent,9.200000,99.980000,1.0
fig11,soc_percent,9.250000,99.979556,1.0
fig11,soc_percent,9.300000,99.978889,1.0
fig11,soc_percent,9.350000,99.978667,1.0
fig11,soc_percent,9.400000,99.978000,1.0
fig11,soc_percent,9.450000,99.977778,1.0
fig11,soc_percent,9.500000,99.977333,1.0
fig11,soc_percent,9.550000,99.976889,1.0
fig11,soc_percent,9.600000,99.976444,1.0
fig11,soc_percent,9.650000,99.976222,1.0
fig11,soc_percent,9.700000,99.975778,1.0
fig11,soc_percent,9.750000,99.975333,1.0
fig11,soc_percent,9.800000,99.974889,1.0
fig11,soc_percent,9.850000,99.974444,1.0
fig11,soc_percent,9.900000,99.974000,1.0
fig11,soc_percent,9.950000,99.973556,1.0
fig11,soc_percent,10.000000,99.973556,1.0
