figure,channel,time,value,weight
fig9,load_current_a,7.700000,40.000000,1.0
fig9,load_current_a,7.800000,40.000000,1.0
fig9,load_current_a,7.900000,40.000000,1.0
fig9,load_current_a,8.000000,40.000000,1.0
fig9,load_current_a,8.100000,40.000000,1.0
fig9,load_current_a,8.200000,40.000000,1.0
fig9,load_current_a,8.300000,40.000000,1.0
fig9,load_current_a,8.400000,40.000000,1.0
fig9,load_current_a,8.500000,40.000000,1.0
fig9,load_current_a,8.600000,40.000000,1.0
fig9,load_current_a,8.700000,40.000000,1.0
fig9,load_current_a,8.800000,40.000000,1.0
fig9,load_current_a,8.900000,40.000000,1.0
fig9,load_current_a,9.000000,75.000000,1.0
fig9,load_current_a,9.100000,75.000000,1.0
fig9,load_current_a,9.200000,75.000000,1.0
fig9,load_current_a,9.300000,75.000000,1.0
fig9,load_current_a,9.400000,75.000000,1.0
fig9,load_current_a,9.500000,75.000000,1.0
fig9,load_current_a,9.600000,75.000000,1.0
fig9,load_current_a,9.700000,75.000000,1.0
fig9,load_current_a,9.800000,75.000000,1.0
fig9,load_current_a,9.900000,75.000000,1.0
fig9,load_current_a,10.000000,75.000000,1.0
fig9,load_current_a,10.100000,75.000000,1.0
fig9,load_current_a,10.200000,75.000000,1.0
fig9,load_current_a,10.300000,75.000000,1.0
fig9,load_current_a,10.400000,75.000000,1.0
fig9,load_current_a,10.500000,75.000000,1.0
fig9,load_current_a,10.600000,75.000000,1.0
fig9,load_current_a,10.700000,75.000000,1.0
fig9,load_current_a,10.800000,75.000000,1.0
fig9,load_current_a,10.900000,75.000000,1.0
fig9,load_current_a,11.000000,75.000000,1.0
fig9,load_current_a,11.100000,75.000000,1.0
fig9,load_current_a,11.200000,75.000000,1.0
fig9,load_current_a,11.300000,75.000000,1.0
fig9,load_current_a,11.400000,75.000000,1.0
fig9,load_current_a,11.500000,75.000000,1.0
fig9,load_current_a,11.600000,75.000000,1.0
fig9,load_current_a,11.700000,75.000000,1.0
fig9,load_current_a,11.800000,75.000000,1.0
fig9,load_current_a,11.900000,75.000000,1.0
fig9,load_current_a,12.000000,75.000000,1.0
fig9,load_current_a,12.100000,75.000000,1.0
fig9,load_current_a,12.200000,75.000000,1.0
fig9,load_current_a,12.300000,75.000000,1.0
fig9,load_current_a,12.400000,75.000000,1.0
fig9,load_current_a,12.500000,75.000000,1.0
fig9,load_current_a,12.600000,75.000000,1.0
fig9,load_current_a,12.700000,75.000000,1.0
fig9,load_current_a,12.800000,75.000000,1.0
fig9,load_current_a,12.900000,75.000000,1.0
fig9,load_current_a,13.000000,75.000000,1.0
fig9,load_current_a,13.100000,75.000000,1.0
fig9,load_current_a,13.200000,75.000000,1.0
fig9,load_current_a,13.300000,75.000000,1.0
fig9,load_current_a,13.400000,75.000000,1.0
fig9,load_current_a,13.500000,75.000000,1.0
fig9,load_current_a,13.600000,75.000000,1.0
fig9,load_current_a,13.700000,75.000000,1.0
fig9,load_current_a,13.800000,75.000000,1.0
fig9,load_current_a,13.900000,75.000000,1.0
fig9,load_current_a,14.000000,75.000000,1.0
fig9,load_current_a,14.100000,75.000000,1.0
fig9,load_current_a,14.200000,75.000000,1.0
fig9,load_current_a,14.300000,75.000000,1.0
fig9,load_current_a,14.400000,75.000000,1.0
fig9,load_current_a,14.500000,75.000000,1.0
fig9,load_current_a,14.600000,75.000000,1.0
fig9,load_current_a,14.700000,75.000000,1.0
fig9,load_current_a,14.800000,75.000000,1.0
fig9,load_current_a,14.900000,75.000000,1.0
fig9,load_current_a,15.000000,75.000000,1.0
fig9,load_current_a,15.100000,75.000000,1.0
fig9,load_current_a,15.200000,75.000000,1.0
fig9,load_current_a,15.300000,75.000000,1.0
fig9,load_current_a,15.400000,75.000000,1.0
fig9,load_current_a,15.500000,75.000000,1.0
fig9,load_current_a,15.600000,75.000000,1.0
fig9,load_current_a,15.700000,75.000000,1.0
fig9,load_current_a,15.800000,75.000000,1.0
fig9,load_current_a,15.900000,75.000000,1.0
fig9,load_current_a,16.000000,75.000000,1.0
fig9,load_current_a,16.100000,75.000000,1.0
fig9,load_current_a,16.200000,75.000000,1.0
fig9,load_current_a,16.300000,75.000000,1.0
fig9,load_current_a,16.400000,75.000000,1.0
fig9,load_current_a,16.500000,75.000000,1.0
fig9,load_current_a,16.600000,75.000000,1.0
fig9,load_current_a,16.700000,75.000000,1.0
fig9,load_current_a,16.800000,75.000000,1.0
fig9,load_current_a,16.900000,75.000000,1.0
fig9,load_current_a,17.000000,75.000000,1.0
fig9,load_current_a,17.100000,75.000000,1.0
fig9,load_current_a,17.200000,75.000000,1.0
fig9,load_current_a,17.300000,75.000000,1.0
fig9,load_current_a,17.400000,75.000000,1.0
fig9,load_current_a,17.500000,75.000000,1.0
fig9,load_current_a,17.600000,75.000000,1.0
fig9,load_current_a,17.700000,75.000000,1.0
fig9,load_current_a,17.800000,75.000000,1.0
fig9,load_current_a,17.900000,75.000000,1.0
fig9,load_current_a,18.000000,40.000000,1.0
fig9,load_current_a,18.100000,40.000000,1.0
fig9,load_current_a,18.200000,40.000000,1.0
fig9,load_current_a,18.300000,40.000000,1.0
fig9,load_current_a,18.400000,40.000000,1.0
fig9,load_current_a,18.500000,40.000000,1.0
fig9,load_current_a,18.600000,40.000000,1.0
fig9,load_current_a,18.700000,40.000000,1.0
fig9,load_current_a,18.800000,40.000000,1.0
fig9,load_current_a,18.900000,40.000000,1.0
fig9,load_current_a,19.000000,40.000000,1.0
fig9,load_current_a,19.100000,40.000000,1.0
fig9,load_current_a,19.200000,40.000000,1.0
fig9,load_current_a,19.300000,40.000000,1.0
fig9,load_current_a,19.400000,40.000000,1.0
fig9,load_current_a,19.500000,40.000000,1.0
fig9,load_current_a,19.600000,40.000000,1.0
fig9,load_current_a,19.700000,40.000000,1.0
fig9,load_current_a,19.800000,40.000000,1.0
fig9,load_current_a,19.900000,40.000000,1.0
fig9,load_current_a,20.000000,40.000000,1.0
